2025-12-02 18:04:03,976 [INFO] ==== STARTING FUZZING RUN ====
2025-12-02 18:04:03,976 [INFO] === Fuzzing giveTimeStamp() ===
2025-12-02 18:04:03,976 [INFO] Iteration 0: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 1: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 2: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 3: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 4: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 5: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 6: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 7: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 8: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 9: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 10: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 11: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 12: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 13: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 14: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 15: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 16: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 17: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 18: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 19: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 20: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 21: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 22: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 23: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 24: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 25: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 26: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 27: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 28: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 29: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 30: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 31: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 32: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 33: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 34: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 35: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 36: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 37: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 38: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 39: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 40: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 41: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 42: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 43: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 44: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 45: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 46: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 47: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,981 [INFO] Iteration 48: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,981 [INFO] Iteration 49: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:04,035 [INFO] Iteration 47: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_47', '') -> exists_after=False
2025-12-02 18:04:04,036 [INFO] Iteration 48: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_48', '') -> exists_after=False
2025-12-02 18:04:04,036 [INFO] Iteration 49: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_49', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,036 [INFO] === Fuzzing makeChunks(the_list, size_) ===
2025-12-02 18:04:04,036 [INFO] Iteration 0: OK makeChunks(len=67, size=4) -> 17 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 1: OK makeChunks(len=43, size=11) -> 4 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 2: OK makeChunks(len=51, size=12) -> 5 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 3: OK makeChunks(len=54, size=12) -> 5 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 4: OK makeChunks(len=46, size=17) -> 3 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 5: OK makeChunks(len=75, size=10) -> 8 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 6: OK makeChunks(len=32, size=18) -> 2 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 7: OK makeChunks(len=95, size=3) -> 32 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 8: OK makeChunks(len=23, size=18) -> 2 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 9: OK makeChunks(len=98, size=17) -> 6 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 10: OK makeChunks(len=68, size=13) -> 6 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 11: OK makeChunks(len=19, size=17) -> 2 chunks
2025-12-02 18:04:04,036 [INFO] Iteration 12: OK makeChunks(len=76, size=17) -> 5 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 13: OK makeChunks(len=76, size=11) -> 7 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 14: OK makeChunks(len=90, size=20) -> 5 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 15: OK makeChunks(len=69, size=13) -> 6 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 16: OK makeChunks(len=22, size=3) -> 8 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 17: OK makeChunks(len=16, size=4) -> 4 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 18: OK makeChunks(len=63, size=5) -> 13 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 19: OK makeChunks(len=46, size=13) -> 4 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 20: OK makeChunks(len=69, size=1) -> 69 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 21: OK makeChunks(len=56, size=1) -> 56 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 22: OK makeChunks(len=70, size=16) -> 5 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 23: OK makeChunks(len=8, size=19) -> 1 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 24: OK makeChunks(len=42, size=10) -> 5 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 25: OK makeChunks(len=27, size=2) -> 14 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 26: OK makeChunks(len=0, size=15) -> 0 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 27: OK makeChunks(len=37, size=11) -> 4 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 28: OK makeChunks(len=72, size=3) -> 24 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 29: OK makeChunks(len=26, size=1) -> 26 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 30: OK makeChunks(len=55, size=6) -> 10 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 31: OK makeChunks(len=59, size=16) -> 4 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 32: OK makeChunks(len=80, size=14) -> 6 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 33: OK makeChunks(len=33, size=5) -> 7 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 34: OK makeChunks(len=85, size=15) -> 6 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 35: OK makeChunks(len=30, size=7) -> 5 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 36: OK makeChunks(len=2, size=8) -> 1 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 37: OK makeChunks(len=76, size=6) -> 13 chunks
2025-12-02 18:04:04,037 [INFO] Iteration 38: OK makeChunks(len=10, size=3) -> 4 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 39: OK makeChunks(len=74, size=5) -> 15 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 40: OK makeChunks(len=2, size=20) -> 1 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 41: OK makeChunks(len=16, size=4) -> 4 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 42: OK makeChunks(len=87, size=19) -> 5 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 43: OK makeChunks(len=90, size=17) -> 6 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 44: OK makeChunks(len=61, size=12) -> 6 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 45: OK makeChunks(len=52, size=20) -> 3 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 46: OK makeChunks(len=57, size=15) -> 4 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 47: OK makeChunks(len=1, size=8) -> 1 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 48: OK makeChunks(len=59, size=6) -> 10 chunks
2025-12-02 18:04:04,038 [INFO] Iteration 49: OK makeChunks(len=8, size=11) -> 1 chunks
2025-12-02 18:04:04,038 [INFO] === Fuzzing days_between(d1_, d2_) ===
2025-12-02 18:04:04,038 [INFO] Iteration 0: OK days_between(datetime.datetime(1996, 9, 29, 20, 52, 29), datetime.datetime(1995, 6, 6, 20, 52, 29)) -> 481
2025-12-02 18:04:04,038 [INFO] Iteration 1: OK days_between(datetime.datetime(1979, 11, 20, 4, 3, 7), datetime.datetime(1978, 7, 8, 4, 3, 7)) -> 500
2025-12-02 18:04:04,038 [ERROR] Iteration 2: EXCEPTION in days_between('"/fY', None): unsupported operand type(s) for -: 'NoneType' and 'str'
Traceback (most recent call last):
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\fuzz.py", line 187, in fuzz_days_between
    result = days_between(d1, d2)
             ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\mining\mining.py", line 79, in days_between
    return abs((d2_ - d1_).days)
                ~~~~^~~~~
TypeError: unsupported operand type(s) for -: 'NoneType' and 'str'
2025-12-02 18:04:04,039 [INFO] Iteration 3: OK days_between(datetime.datetime(1987, 6, 29, 20, 13, 23), datetime.datetime(1988, 3, 6, 20, 13, 23)) -> 251
2025-12-02 18:04:04,039 [INFO] Iteration 4: OK days_between(datetime.datetime(1973, 8, 18, 10, 22, 34), datetime.datetime(1973, 7, 19, 10, 22, 34)) -> 30
2025-12-02 18:04:04,039 [INFO] Iteration 5: OK days_between(datetime.datetime(1978, 3, 24, 12, 6, 46), datetime.datetime(1976, 4, 5, 12, 6, 46)) -> 718
2025-12-02 18:04:04,039 [INFO] Iteration 6: OK days_between(datetime.datetime(2007, 10, 18, 5, 11), datetime.datetime(2007, 8, 8, 5, 11)) -> 71
2025-12-02 18:04:04,039 [ERROR] Iteration 7: EXCEPTION in days_between(123, None): unsupported operand type(s) for -: 'NoneType' and 'int'
Traceback (most recent call last):
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\fuzz.py", line 187, in fuzz_days_between
    result = days_between(d1, d2)
             ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\mining\mining.py", line 79, in days_between
    return abs((d2_ - d1_).days)
                ~~~~^~~~~
TypeError: unsupported operand type(s) for -: 'NoneType' and 'int'
2025-12-02 18:04:04,039 [INFO] Iteration 8: OK days_between(datetime.datetime(1970, 11, 9, 4, 24, 5), datetime.datetime(1970, 9, 2, 4, 24, 5)) -> 68
2025-12-02 18:04:04,039 [INFO] Iteration 9: OK days_between(datetime.datetime(1989, 11, 30, 4, 29, 22), datetime.datetime(1990, 8, 1, 4, 29, 22)) -> 244
2025-12-02 18:04:04,039 [INFO] Iteration 10: OK days_between(datetime.datetime(2024, 10, 11, 16, 33, 55), datetime.datetime(2027, 3, 11, 16, 33, 55)) -> 881
2025-12-02 18:04:04,039 [ERROR] Iteration 11: EXCEPTION in days_between(datetime.datetime(2025, 12, 2, 18, 4, 4, 39477), '2025-12-02T18:04:04.039477'): unsupported operand type(s) for -: 'str' and 'datetime.datetime'
Traceback (most recent call last):
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\fuzz.py", line 187, in fuzz_days_between
    result = days_between(d1, d2)
             ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\mining\mining.py", line 79, in days_between
    return abs((d2_ - d1_).days)
                ~~~~^~~~~
TypeError: unsupported operand type(s) for -: 'str' and 'datetime.datetime'
2025-12-02 18:04:04,040 [INFO] Iteration 12: OK days_between(datetime.datetime(2019, 10, 2, 14, 55, 43), datetime.datetime(2020, 12, 3, 14, 55, 43)) -> 428
2025-12-02 18:04:04,040 [INFO] Iteration 13: OK days_between(datetime.datetime(1982, 6, 28, 7, 26, 23), datetime.datetime(1980, 6, 17, 7, 26, 23)) -> 741
2025-12-02 18:04:04,040 [INFO] Iteration 14: OK days_between(datetime.datetime(2024, 9, 19, 3, 49, 9), datetime.datetime(2026, 2, 27, 3, 49, 9)) -> 526
2025-12-02 18:04:04,040 [INFO] Iteration 15: OK days_between(datetime.datetime(2006, 10, 8, 5, 5, 45), datetime.datetime(2007, 2, 18, 5, 5, 45)) -> 133
2025-12-02 18:04:04,040 [INFO] Iteration 16: OK days_between(datetime.datetime(2024, 11, 24, 3, 20, 24), datetime.datetime(2027, 6, 14, 3, 20, 24)) -> 932
2025-12-02 18:04:04,040 [INFO] Iteration 17: OK days_between(datetime.datetime(2015, 10, 9, 17, 53, 59), datetime.datetime(2016, 6, 7, 17, 53, 59)) -> 242
2025-12-02 18:04:04,040 [INFO] Iteration 18: OK days_between(datetime.datetime(1998, 7, 5, 7, 20, 7), datetime.datetime(1999, 5, 19, 7, 20, 7)) -> 318
2025-12-02 18:04:04,040 [INFO] Iteration 19: OK days_between(datetime.datetime(2010, 12, 27, 21, 54, 55), datetime.datetime(2013, 7, 31, 21, 54, 55)) -> 947
2025-12-02 18:04:04,040 [INFO] Iteration 20: OK days_between(datetime.datetime(1986, 2, 24, 4, 43, 43), datetime.datetime(1987, 4, 21, 4, 43, 43)) -> 421
2025-12-02 18:04:04,040 [INFO] Iteration 21: OK days_between(datetime.datetime(2025, 11, 8, 7, 40), datetime.datetime(2023, 5, 24, 7, 40)) -> 899
2025-12-02 18:04:04,040 [INFO] Iteration 22: OK days_between(datetime.datetime(2018, 6, 2, 10, 55, 21), datetime.datetime(2017, 9, 12, 10, 55, 21)) -> 263
2025-12-02 18:04:04,040 [INFO] Iteration 23: OK days_between(datetime.datetime(1998, 2, 3, 11, 14, 45), datetime.datetime(1997, 12, 20, 11, 14, 45)) -> 45
2025-12-02 18:04:04,040 [INFO] Iteration 24: OK days_between(datetime.datetime(1982, 12, 4, 9, 40, 31), datetime.datetime(1981, 6, 26, 9, 40, 31)) -> 526
2025-12-02 18:04:04,040 [INFO] Iteration 25: OK days_between(datetime.datetime(1998, 4, 23, 20, 19, 23), datetime.datetime(1995, 8, 20, 20, 19, 23)) -> 977
2025-12-02 18:04:04,040 [ERROR] Iteration 26: EXCEPTION in days_between(123, 'I6{2!^OF/.Y},cK\x0bV4}R'): unsupported operand type(s) for -: 'str' and 'int'
Traceback (most recent call last):
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\fuzz.py", line 187, in fuzz_days_between
    result = days_between(d1, d2)
             ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\mining\mining.py", line 79, in days_between
    return abs((d2_ - d1_).days)
                ~~~~^~~~~
TypeError: unsupported operand type(s) for -: 'str' and 'int'
2025-12-02 18:04:04,040 [INFO] Iteration 27: OK days_between(datetime.datetime(1984, 11, 21, 23, 29), datetime.datetime(1982, 5, 5, 23, 29)) -> 931
2025-12-02 18:04:04,040 [INFO] Iteration 28: OK days_between(datetime.datetime(2020, 10, 3, 1, 19, 3), datetime.datetime(2019, 2, 27, 1, 19, 3)) -> 584
2025-12-02 18:04:04,040 [INFO] Iteration 29: OK days_between(datetime.datetime(2020, 10, 18, 18, 25, 55), datetime.datetime(2021, 12, 21, 18, 25, 55)) -> 429
2025-12-02 18:04:04,040 [INFO] Iteration 30: OK days_between(datetime.datetime(2014, 4, 10, 6, 16, 27), datetime.datetime(2012, 2, 4, 6, 16, 27)) -> 796
2025-12-02 18:04:04,040 [INFO] Iteration 31: OK days_between(datetime.datetime(1999, 4, 18, 19, 2, 40), datetime.datetime(1996, 8, 8, 19, 2, 40)) -> 983
2025-12-02 18:04:04,040 [INFO] Iteration 32: OK days_between(datetime.datetime(2010, 3, 8, 11, 27, 16), datetime.datetime(2012, 1, 21, 11, 27, 16)) -> 684
2025-12-02 18:04:04,040 [INFO] Iteration 33: OK days_between(datetime.datetime(1979, 8, 20, 3, 52, 4), datetime.datetime(1978, 8, 5, 3, 52, 4)) -> 380
2025-12-02 18:04:04,040 [INFO] Iteration 34: OK days_between(datetime.datetime(1982, 1, 10, 10, 59, 11), datetime.datetime(1980, 10, 26, 10, 59, 11)) -> 441
2025-12-02 18:04:04,040 [INFO] Iteration 35: OK days_between(datetime.datetime(1974, 10, 27, 20, 32, 44), datetime.datetime(1975, 2, 21, 20, 32, 44)) -> 117
2025-12-02 18:04:04,040 [INFO] Iteration 36: OK days_between(datetime.datetime(1996, 1, 23, 22, 27, 21), datetime.datetime(1994, 11, 25, 22, 27, 21)) -> 424
2025-12-02 18:04:04,040 [INFO] Iteration 37: OK days_between(datetime.datetime(1982, 12, 3, 9, 0, 46), datetime.datetime(1980, 3, 13, 9, 0, 46)) -> 995
2025-12-02 18:04:04,040 [INFO] Iteration 38: OK days_between(datetime.datetime(1982, 8, 26, 13, 5, 27), datetime.datetime(1984, 6, 13, 13, 5, 27)) -> 657
2025-12-02 18:04:04,040 [INFO] Iteration 39: OK days_between(datetime.datetime(2008, 7, 20, 1, 49, 24), datetime.datetime(2007, 5, 14, 1, 49, 24)) -> 433
2025-12-02 18:04:04,040 [ERROR] Iteration 40: EXCEPTION in days_between(None, 'Hg:toc'): unsupported operand type(s) for -: 'str' and 'NoneType'
Traceback (most recent call last):
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\fuzz.py", line 187, in fuzz_days_between
    result = days_between(d1, d2)
             ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\mining\mining.py", line 79, in days_between
    return abs((d2_ - d1_).days)
                ~~~~^~~~~
TypeError: unsupported operand type(s) for -: 'str' and 'NoneType'
2025-12-02 18:04:04,041 [INFO] Iteration 41: OK days_between(datetime.datetime(2004, 2, 25, 17, 55, 37), datetime.datetime(2006, 5, 10, 17, 55, 37)) -> 805
2025-12-02 18:04:04,041 [INFO] Iteration 42: OK days_between(datetime.datetime(1985, 11, 20, 12, 7, 29), datetime.datetime(1987, 6, 18, 12, 7, 29)) -> 575
2025-12-02 18:04:04,041 [INFO] Iteration 43: OK days_between(datetime.datetime(2007, 1, 23, 16, 25, 52), datetime.datetime(2006, 6, 17, 16, 25, 52)) -> 220
2025-12-02 18:04:04,041 [INFO] Iteration 44: OK days_between(datetime.datetime(1989, 12, 26, 18, 42, 54), datetime.datetime(1992, 8, 6, 18, 42, 54)) -> 954
2025-12-02 18:04:04,041 [INFO] Iteration 45: OK days_between(datetime.datetime(2003, 5, 13, 12, 40, 56), datetime.datetime(2004, 2, 1, 12, 40, 56)) -> 264
2025-12-02 18:04:04,041 [ERROR] Iteration 46: EXCEPTION in days_between('xL$uA', 123): unsupported operand type(s) for -: 'int' and 'str'
Traceback (most recent call last):
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\fuzz.py", line 187, in fuzz_days_between
    result = days_between(d1, d2)
             ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kolli\OneDrive\Documents\project\RiteshPiyush-FALL2025-SQA\MLForensics-farzana\mining\mining.py", line 79, in days_between
    return abs((d2_ - d1_).days)
                ~~~~^~~~~
TypeError: unsupported operand type(s) for -: 'int' and 'str'
2025-12-02 18:04:04,041 [INFO] Iteration 47: OK days_between(datetime.datetime(1986, 10, 16, 22, 24, 6), datetime.datetime(1987, 3, 5, 22, 24, 6)) -> 140
2025-12-02 18:04:04,041 [INFO] Iteration 48: OK days_between(datetime.datetime(2012, 9, 15, 19, 46, 54), datetime.datetime(2015, 5, 20, 19, 46, 54)) -> 977
2025-12-02 18:04:04,041 [INFO] Iteration 49: OK days_between(datetime.datetime(2028, 9, 24, 20, 18, 4), datetime.datetime(2027, 9, 6, 20, 18, 4)) -> 384
2025-12-02 18:04:04,041 [INFO] ==== FUZZING RUN COMPLETE ====
